uid,tag,key,time,did,value,metric,last_modify
8268996745,object_name,2024/11/16/8268996745/850327815_225718.zrI4ZwSg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1731769038,850327815,SY9oqEl6CO83Dq8rZIqxOg==,0,1731919504
8268996745,object_name,2024/11/16/8268996745/850327815_223338.Qq04ZwSM_fCwwdhFDoUK--OgcO8TVUz3VwvU,1731767618,850327815,P2I7HSH2ATA7q20LgIpFpg==,0,1731919502
8268996745,object_name,2024/11/15/8268996745/850327815_143100.pOo2ZwQg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1731652260,850327815,DNYMciwAic1VO86zKsJLzQ==,0,1731655930
8268996745,object_name,2024/11/15/8268996745/850327815_023432.uEI2ZwSg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1731609272,850327815,8gQohV8FUCgOCvUuwlGS4g==,0,1731612425
8268996745,object_name,2024/11/14/8268996745/850327815_164900.fLk1ZwQg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1731574140,850327815,b_rrdZnoqPBpJnepOnRfbA==,0,1731577803
8268996745,object_name,2024/11/13/8268996745/850327815_130400.QDM0ZwQg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1731474240,850327815,hPVs9dk8cvyYQAXxaoyuXg==,0,1731481158
8268996745,object_name,2024/11/13/8268996745/850327815_032742.LqwzZwSg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1731439662,850327815,gJvry5DceCaeEQ3CHKUe3g==,0,1731444076
8268996745,object_name,2024/11/13/8268996745/850327815_023745.eaAzZwSg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1731436665,850327815,oEPUgrMuqmOLToBV3c4T-w==,0,1731439661
8268996745,object_name,2024/11/11/8268996745/850327815_151200.QK4xZwQg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1731309120,850327815,Hhh4utV9YVVZXzPClfusOA==,0,1731313910
8268996745,object_name,2024/11/10/8268996745/850327815_232100.XM8wZwQg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1731252060,850327815,FQJttzIKy8jd82YGt0dm9A==,0,1731260515
8268996745,object_name,2024/11/10/8268996745/850327815_155700.TGcwZwQg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1731225420,850327815,fO35keqPtPcjzShih29vQg==,0,1731229087
8268996745,object_name,2024/11/09/8268996745/850327815_142100.TP8uZwQg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1731133260,850327815,ba5u0Hhx6BVF1f5ttggzug==,0,1731142179
8268996745,object_name,2024/11/08/8268996745/850327815_134600.mKUtZwQg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1731044760,850327815,puVdElP7WOiT0hUw6ta6eA==,0,1731048905
8268996745,object_name,2024/11/08/8268996745/850327815_021200.8AItZwQg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1731003120,850327815,kInfGVPphrszDPQ2MnhyyQ==,0,1731006815
8268996745,object_name,2024/11/07/8268996745/850327815_005600.oJ8rZwQg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1730912160,850327815,GoJju22ChcTI8Vcpn2JvWQ==,0,1730928460
8268996745,object_name,2024/11/06/8268996745/850327815_134900.TAMrZwQg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1730872140,850327815,hBC1IC4im9axZeTrxjM9pQ==,0,1730875912
8268996745,object_name,2024/11/06/8268996745/850327815_042600.WH8qZwQg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1730838360,850327815,kYZbaxgaEMwJ9_-_uKju_A==,0,1730842106
8268996745,object_name,2024/11/05/8268996745/850327815_224500.bC8qZwQg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1730817900,850327815,uIAcrepz-zL5JXbw3OvZgQ==,0,1730821562
8268996745,object_name,2024/11/04/8268996745/850327815_141400.KGYoZwQg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1730700840,850327815,chdVSAr1kBVqgrBRul1mOA==,0,1730704502
8268996745,object_name,2024/11/03/8268996745/850327815_193000.uF4nZwQg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1730633400,850327815,HW9Y1KNKTTg7ICqWL-QfEw==,0,1730637088
8268996745,object_name,2024/11/03/8268996745/850327815_163900.pDYnZwQg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1730623140,850327815,6nCvIAB_kW7ns4P9jV6Qew==,0,1730626811
8268996745,object_name,2024/11/02/8268996745/850327815_150900.DNAlZwQg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1730531340,850327815,nvT26x172HwR8xMzEm545w==,0,1730535003
8268996745,object_name,2024/11/01/8268996745/850327815_164600.SJUkZwQg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1730450760,850327815,0K3ej_oWLfPx9pUPOv6wRw==,0,1730454423
8268996745,object_name,2024/11/01/8268996745/850327815_030127.B9QjZwSg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1730401287,850327815,BTfk8IzOzU6td0HF0wBgiw==,0,1730406902
8268996745,object_name,2024/11/01/8268996745/850327815_002621.ra8jZwSk_fCwwdhFDoUK--OgcO8TVUz3VwvU,1730391981,850327815,hN4u3L7q-2L-bi_I9nG3QA==,0,1730398283
8268996745,object_name,2024/10/31/8268996745/850327815_154700.9DUjZwQg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1730360820,850327815,EbO4ZRa92yGTgm814HU3uA==,0,1730364481
8268996745,object_name,2024/10/31/8268996745/850327815_111000.CPUiZwQg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1730344200,850327815,AGr53IiKP9RkrTJCmvfSsg==,0,1730361845
8268996745,object_name,2024/10/30/8268996745/850327815_232033.wU4iZwSg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1730301633,850327815,vEdmdH21cBZZHpS3WZ9l2Q==,0,1730323416
8268996745,object_name,2024/10/30/8268996745/850327815_155700.zOYhZwQg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1730275020,850327815,cVVF5dsKBM4-eHLVmnqHnA==,0,1730278682
8268996745,object_name,2024/10/30/8268996745/850327815_022851.YykhZwSg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1730226531,850327815,W1ExlB7SUed61-k9wN08MA==,0,1730228963
8268996745,object_name,2024/10/29/8268996745/850327815_135800.aHkgZwQg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1730181480,850327815,DjchhbixDEIWuR9MLp188w==,0,1730186050
8268996745,object_name,2024/10/28/8268996745/850327815_145900.NDYfZwQg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1730098740,850327815,69Sg3Nx55gqyrXKtUyGD_w==,0,1730102418
8268996745,object_name,2024/10/27/8268996745/850327815_180522.YhAeZwSg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1730023522,850327815,S-V45Xyb3nbPQsAfCBJsKg==,0,1730024612
8268996745,object_name,2024/10/27/8268996745/850327815_155600.EPIdZwQg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1730015760,850327815,FUo7oXfdm8OzfDB-8Swmsg==,0,1730019440
8268996745,object_name,2024/10/26/8268996745/850327815_145700.vJIcZwgg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729925820,850327815,yeE6FE6glavdTkLRJbbdpw==,0,1729929533
8268996745,object_name,2024/10/25/8268996745/850327815_221956.DKkbZwig_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729865996,850327815,4JfqTn4Hijw_mG1YZ8jp0Q==,0,1729873321
8268996745,object_name,2024/10/25/8268996745/850327815_215027.I6IbZwiM_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729864227,850327815,7qDVYxsZIAdBgM-euAmBZA==,0,1729865776
8268996745,object_name,2024/10/25/8268996745/850327815_165200.MFwbZwgg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729846320,850327815,u2ZLkFhnyqdV_nm5ez0esQ==,0,1729849982
8268996745,object_name,2024/10/25/8268996745/850327815_132900.nCwbZwgg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729834140,850327815,1IzO37AhhEH7lg7WeiD7Yw==,0,1729837869
8268996745,object_name,2024/10/25/8268996745/850327815_013426.IoUaZwig_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729791266,850327815,vAdJd1DFvHBtN0-SfrOcOQ==,0,1729793410
8268996745,object_name,2024/10/24/8268996745/850327815_154500._PoZZwgg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729755900,850327815,faLJHNW1g_Zj_FfoqEjuIg==,0,1729759563
8268996745,object_name,2024/10/23/8268996745/850327815_222722.ygcZZwig_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729693642,850327815,5r6bqhwCX-LyIySXPSlQAQ==,0,1729700191
8268996745,object_name,2024/10/23/8268996745/850327815_172300.dMAYZwgg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729675380,850327815,xNyiD4O6SVBWHHWps3mfLw==,0,1729679052
8268996745,object_name,2024/10/23/8268996745/850327815_150800.0KAYZwgg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729667280,850327815,Q4lzuH9pil3wQf9KWi8MmQ==,0,1729670945
8268996745,object_name,2024/10/23/8268996745/850327815_094100.LFQYZwgg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729647660,850327815,ZOULoa_dxsdgEhEP1m2a6w==,0,1729653896
8268996745,object_name,2024/10/23/8268996745/850327815_032400.0PsXZwik_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729625040,850327815,n5TplHecSBeNjuJOfijfIQ==,0,1729627767
8268996745,object_name,2024/10/23/8268996745/850327815_013140.fOEXZwig_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729618300,850327815,-PZj81VIZ-543FMmWHchBA==,0,1729621616
8268996745,object_name,2024/10/22/8268996745/850327815_145800.-EwXZwgg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729580280,850327815,46eQuMIM0wJ4ijwUeF2CGA==,0,1729583943
8268996745,object_name,2024/10/22/8268996745/850327815_013235.M5AWZwig_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729531955,850327815,84bR7iNwbVaRyLIpUs_Cxg==,0,1729538362
8268996745,object_name,2024/10/21/8268996745/850327815_225300.zGoWZwgg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729522380,850327815,bJ733CJDGqQ9CGvAEU3Q9Q==,0,1729526041
8268996745,object_name,2024/10/21/8268996745/850327815_133800.uOgVZwgg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729489080,850327815,O25QtDjHHbdl9IN33PaTVg==,0,1729492742
8268996745,object_name,2024/10/20/8268996745/850327815_160200.-LgUZwgg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729411320,850327815,u79-8H6OdlHtn3cNOY6hSQ==,0,1729415166
8268996745,object_name,2024/10/19/8268996745/850327815_140100.HEsTZwgg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729317660,850327815,kcDa6zkeFG9KGfTgBPN9_A==,0,1729321325
8268996745,object_name,2024/10/18/8268996745/850327815_222625.EXASZwig_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729261585,850327815,UkTovExrPFLCbwxDYYm3AA==,0,1729274805
8268996745,object_name,2024/10/18/8268996745/850327815_220526.JmsSZwiM_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729260326,850327815,lyEuxESzU3wOuDhImPJwxA==,0,1729261810
8268996745,object_name,2024/10/18/8268996745/850327815_213200.UGMSZwgg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729258320,850327815,HKUZIZyQ_6ri3xE_zXsVsw==,0,1729261981
8268996745,object_name,2024/10/18/8268996745/850327815_150300.JAgSZwgg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729234980,850327815,zskZ2_KWvv-o3pni6COK0A==,0,1729238648
8268996745,object_name,2024/10/18/8268996745/850327815_013037.vUkRZwig_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729186237,850327815,qdLdGkQtUkf6i30ByyTK-g==,0,1729189630
8268996745,object_name,2024/10/18/8268996745/850327815_004400.0D4RZwgg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729183440,850327815,FMb0Eo7K36N0HQKbKToVJw==,0,1729187101
8268996745,object_name,2024/10/17/8268996745/850327815_153800.2L4QZwgg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729150680,850327815,ql7eDGWiK72NEqbgXJ_kIg==,0,1729154342
8268996745,object_name,2024/10/16/8268996745/850327815_233839._90PZwja_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729093119,850327815,8mIXeKmipQLMbqrkC76ryQ==,0,1729095969
8268996745,object_name,2024/10/16/8268996745/850327815_233839._90PZwjY_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729093119,850327815,S6vN8svWmJoA6r920fEFQw==,0,1729095968
8268996745,object_name,2024/10/16/8268996745/850327815_221801.GcsPZwig_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729088281,850327815,7uXowNpc3yFbos55DtNPeg==,0,1729095968
8268996745,object_name,2024/10/16/8268996745/850327815_140000.YFYPZwgg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729058400,850327815,vdlrUNWvVjNCyxiPE0LPGg==,0,1729062063
8268996745,object_name,2024/10/16/8268996745/850327815_014500.HKoOZwig_fCwwdhFDoUK--OgcO8TVUz3VwvU,1729014300,850327815,2CVt7Cze_zxn8Zj0a9H8QQ==,0,1729017389
8268996745,object_name,2024/10/15/8268996745/850327815_135200.AAMOZwgg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1728971520,850327815,-XYDyNjiFbh5YdyXXXZngw==,0,1728976778
8268996745,object_name,2024/10/14/8268996745/850327815_212649.GRwNZwig_fCwwdhFDoUK--OgcO8TVUz3VwvU,1728912409,850327815,uGHr3PEpCc8RS6cewQGL9A==,0,1728918255
8268996745,object_name,2024/10/14/8268996745/850327815_205755.UxUNZwiM_fCwwdhFDoUK--OgcO8TVUz3VwvU,1728910675,850327815,RCUm0OFiLeKtNuuqMA7ljg==,0,1728912028
8268996745,object_name,2024/10/14/8268996745/850327815_133700._K0MZwgg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1728884220,850327815,vBnRmcXI7NJ_lyl0sVK9Qw==,0,1728887882
8268996745,object_name,2024/10/13/8268996745/850327815_134800.EF8LZwgg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1728798480,850327815,oS5A005_k2yhsF6Dduw9fw==,0,1728802144
8268996745,object_name,2024/10/12/8268996745/850327815_132500.LAgKZwgg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1728710700,850327815,Gz_QvvWV7Dcr1Zm3IVELuQ==,0,1728714363
8268996745,object_name,2024/10/11/8268996745/850327815_143000.6MUIZwgg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1728628200,850327815,DLH-4mxuqB6I-esQK-s3Kg==,0,1728631865
8268996745,object_name,2024/10/10/8268996745/850327815_222324.XOMHZwig_fCwwdhFDoUK--OgcO8TVUz3VwvU,1728570204,850327815,RBSmKdpBEjCRoXigJ-4m7w==,0,1728574993
8268996745,object_name,2024/10/10/8268996745/850327815_215755.Y90HZwiM_fCwwdhFDoUK--OgcO8TVUz3VwvU,1728568675,850327815,9zbtOXGYPm5-2dXCpROExg==,0,1728569951
8268996745,object_name,2024/10/10/8268996745/850327815_155000.KIcHZwgg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1728546600,850327815,fB9qG-R0qjFAZN9UEaMblw==,0,1728551352
8268996745,object_name,2024/10/10/8268996745/850327815_120100.fFEHZwgg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1728532860,850327815,GuNDvTUZwMxkg0g1U80bCw==,0,1728538067
8268996745,object_name,2024/10/10/8268996745/850327815_080800.4BoHZwgg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1728518880,850327815,srZZ6FYeHrO3_RGrTVOPCw==,0,1728522873
8268996745,object_name,2024/10/09/8268996745/850327815_221200.MI8GZwgg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1728483120,850327815,ieWZElPksmd9yUrEgXCQVQ==,0,1728486782
8268996745,object_name,2024/10/09/8268996745/850327815_133801.uRYGZwja_fCwwdhFDoUK--OgcO8TVUz3VwvU,1728452281,850327815,VYSbrf9EFh0HznEVZ_heXg==,0,1728454727
8268996745,object_name,2024/10/09/8268996745/850327815_133801.uRYGZwjY_fCwwdhFDoUK--OgcO8TVUz3VwvU,1728452281,850327815,Lw92wPZUX0E8D3kEW9xyyg==,0,1728454727
8268996745,object_name,2024/10/09/8268996745/850327815_133003.2xQGZwja_fCwwdhFDoUK--OgcO8TVUz3VwvU,1728451803,850327815,3Q_PJcMgnCbliD_0J1Ef5Q==,0,1728452081
8268996745,object_name,2024/10/09/8268996745/850327815_133003.2xQGZwjY_fCwwdhFDoUK--OgcO8TVUz3VwvU,1728451803,850327815,LZjsHc5dao3yA8NnUlzNzQ==,0,1728452080
8268996745,object_name,2024/10/09/8268996745/850327815_130700.dA8GZwgg_fCwwdhFDoUK--OgcO8TVUz3VwvU,1728450420,850327815,eqhOmndK0sSqb43fpKW2Tg==,0,1728454083
8268996745,object_name,2024/10/08/8268996745/850327815_212456.qDIFZwig_fCwwdhFDoUK--OgcO8TVUz3VwvU,1728393896,850327815,QKeE-5m3xvYSov1F5MC93w==,0,1728411227
